job_id,title,company,location,work_type,job_type,required_skills,preferred_skills,languages,apply_url,source,posted_date
an-infrastructure-platform-senior,Infrastructure & Platform Senior Specialist Solutions Engineer,databricks,London,On-site,working_student,AWS,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/databricks/infrastructure-platform-senior-specialist-solutions-engineer-london-330079,Arbeitnow Feed,2026-09-04 18:55:06
an-sales-development-representati,"Sales Development Representative - Dutch, Flemish & French Speaking (Benelux/Europe)",Nivoda,Remote - European timezone,On-site,working_student,Revenue,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/nivoda/sales-development-representative-dutch-flemish-french-speaking-benelux-europe-amsterdam-449327,Arbeitnow Feed,2026-09-04 18:40:08
an-senior-talent-acquisition-mana,Senior Talent Acquisition Manager | GTM & Operations,bunch,London,On-site,working_student,Enablement,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/bunch/senior-talent-acquisition-manager-gtm-operations-london-186436,Arbeitnow Feed,2026-09-04 18:40:08
an-delivery-manager-safety-london,Delivery Manager (Safety),Faculty,UK - London,On-site,working_student,National Security & AI Safety,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/faculty/delivery-manager-safety-london-401482,Arbeitnow Feed,2026-09-04 18:40:07
an-platform-engineer-london-25720,Platform Engineer,Faculty,UK - London,On-site,working_student,National Security & AI Safety,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/faculty/platform-engineer-london-257205,Arbeitnow Feed,2026-09-04 18:40:07
an-frontend-engineer-london-77178,Frontend Engineer,Faculty,UK - London,On-site,working_student,National Security & AI Safety,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/faculty/frontend-engineer-london-77178,Arbeitnow Feed,2026-09-04 18:40:07
an-full-stack-software-engineer-l,Full Stack Software Engineer,Faculty,UK - London,On-site,working_student,National Security & AI Safety,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/faculty/full-stack-software-engineer-london-322812,Arbeitnow Feed,2026-09-04 18:40:07
an-revenue-analyst-edinburgh-3637,Revenue Analyst,Trainline,Edinburgh,On-site,working_student,Finance,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/trainline/revenue-analyst-edinburgh-363779,Arbeitnow Feed,2026-09-04 18:40:06
an-people-partner-16-month-ftc-ed,People Partner - 16 Month FTC,Trainline,Edinburgh,On-site,working_student,People,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/trainline/people-partner-16-month-ftc-edinburgh-233147,Arbeitnow Feed,2026-09-04 18:40:06
an-product-brand-designer-london-,Product & Brand Designer,V7Labs.com,London,On-site,working_student,Product,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/v7labscom/product-brand-designer-london-376325,Arbeitnow Feed,2026-09-04 18:40:06
an-senior-social-media-executive-,Senior Social Media Executive,loveholidays,London,On-site,working_student,Marketing,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/loveholidays/senior-social-media-executive-london-264254,Arbeitnow Feed,2026-09-04 18:40:05
an-senior-paid-search-manager-lon,Senior Paid Search Manager,Bloom & Wild Group,London,On-site,working_student,Bloom & Wild,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/bloom-wild-group/senior-paid-search-manager-london-361879,Arbeitnow Feed,2026-09-04 18:25:12
an-senior-data-platform-engineer-,Senior Data Platform Engineer,Octopus Energy Group,London (GB),On-site,working_student,Transformation and Technology,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/octopus-energy-group/senior-data-platform-engineer-london-gb-220448,Arbeitnow Feed,2026-09-04 18:24:54
an-lead-software-engineer-manches,Lead Software Engineer,wppmedia,Manchester,On-site,working_student,Technology & Data,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/wppmedia/lead-software-engineer-manchester-8281,Arbeitnow Feed,2026-09-04 15:55:59
an-associate-director-commerce-lo,"Associate Director, Commerce",wppmedia,London,On-site,working_student,Media Management & Delivery,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/wppmedia/associate-director-commerce-london-154592,Arbeitnow Feed,2026-09-04 15:55:58
an-remote-cloud-native-senior-arc,Cloud Native Senior Architect (Portworx),purestorage,Remote,On-site,working_student,Services & Support,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/purestorage/remote-cloud-native-senior-architect-portworx-206761,Arbeitnow Feed,2026-09-04 15:55:55
an-staff-software-security-engine,Staff Software Security Engineer,anthropic,London,On-site,working_student,Security,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/anthropic/staff-software-security-engineer-london-441769,Arbeitnow Feed,2026-09-04 15:55:22
an-staff-software-engineer-observ,"Staff Software Engineer, Observability & Profiling",anthropic,London,On-site,working_student,Software Engineering - Infrastructure,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/anthropic/staff-software-engineer-observability-profiling-london-245301,Arbeitnow Feed,2026-09-04 15:55:22
an-engineering-manager-safeguards,"Engineering Manager, Safeguards",anthropic,London,On-site,working_student,Safeguards (Trust & Safety),"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/anthropic/engineering-manager-safeguards-london-483434,Arbeitnow Feed,2026-09-04 15:55:22
an-senior-product-marketing-manag,Senior Product Marketing Manager,intercom,London,On-site,working_student,Marketing,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/intercom/senior-product-marketing-manager-london-220521,Arbeitnow Feed,2026-09-04 15:55:03
an-senior-product-marketing-manag,Senior Product Marketing Manager,intercom,London,On-site,working_student,Marketing,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/intercom/senior-product-marketing-manager-london-154654,Arbeitnow Feed,2026-09-04 15:55:03
an-senior-product-manager-messeng,Senior Product Manager- Messenger,intercom,London,On-site,working_student,Product,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/intercom/senior-product-manager-messenger-london-424944,Arbeitnow Feed,2026-09-04 15:55:03
an-senior-forward-deployed-scient,Senior Forward Deployed Scientist,UiPath,London,On-site,working_student,Engineering,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/uipath/senior-forward-deployed-scientist-london-253565,Arbeitnow Feed,2026-09-04 15:40:06
an-site-reliability-engineer-brac,Site Reliability Engineer,Delinea,Home Office (United Kingdom),On-site,working_student,Engineering,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/delinea/site-reliability-engineer-bracknell-424891,Arbeitnow Feed,2026-09-04 15:40:05
an-remote-sales-executive-118673,Sales Executive,Andercore,Remote,On-site,working_student,Sales,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/andercore/remote-sales-executive-118673,Arbeitnow Feed,2026-09-04 15:40:03
an-technical-solutions-engineer-m,Technical Solutions Engineer,Everseen,Manchester,On-site,working_student,Delivery,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/everseen/technical-solutions-engineer-manchester-200903,Arbeitnow Feed,2026-09-04 15:04:12
an-quality-assurance-manager-manc,Quality Assurance Manager,PHMG Careers,"Manchester, England, United Kingdom",On-site,working_student,"Python, SQL","Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/phmg-careers/quality-assurance-manager-manchester-494991,Arbeitnow Feed,2026-09-04 14:45:28
an-strategic-account-executive-uk,Strategic Account Executive (UKI),Ping Identity,United Kingdom,On-site,working_student,"Python, SQL","Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/ping-identity/strategic-account-executive-uki-united-kingdom-72275,Arbeitnow Feed,2026-09-04 14:45:28
an-director-sales-middle-east-lon,"Director, Sales (Middle East)",Ping Identity,"London, Greater London, England, United Kingdom",On-site,working_student,"Python, SQL","Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/ping-identity/director-sales-middle-east-london-487950,Arbeitnow Feed,2026-09-04 14:45:28
an-director-sales-middle-east-lon,"Director, Sales (Middle East)",Ping Identity,"London, England, United Kingdom",On-site,working_student,"Python, SQL","Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/ping-identity/director-sales-middle-east-london-223662,Arbeitnow Feed,2026-09-04 14:45:28
an-senior-product-manager-technic,"Senior Product Manager, Technical (m/f/d)",affinidi,London,On-site,working_student,Product,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/affinidi/senior-product-manager-technical-london-388350,Arbeitnow Feed,2026-09-04 12:55:22
an-senior-director-global-power-o,"Senior Director, Global Power Origination & Market Development",oklo,,On-site,internship,Business,"Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/oklo/senior-director-global-power-origination-market-development-499289,Arbeitnow Feed,2026-09-04 12:55:08
an-senior-international-category-,Senior International Category Manager - 12 Month Fixed Term Contract,hellofresh,"Sydney, Australia",On-site,internship,"Python, SQL","Git, CI/CD",English: C1,https://www.arbeitnow.co.uk/jobs/companies/hellofresh/senior-international-category-manager-12-month-fixed-term-contract-sydney-australia-124870,Arbeitnow Feed,2026-09-04 12:55:06
